CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,AgeGroup,HighBalance,BalanceProductInteraction,Geography_France,Geography_Germany,Geography_Spain
665,0,38,6,41873.010402910106,2,0,0,116202.82414406096,0,0,83746.02080582021,False,True,False
574,0,22,3,19784.583639333272,1,1,0,62544.63501146121,4,0,19784.583639333272,False,False,True
559,0,28,3,3203.224565395742,2,1,1,23584.96496521557,4,0,6406.449130791484,False,False,True
537,0,27,2,78723.29548528384,1,1,0,169204.7031632078,4,1,78723.29548528384,False,False,True
785,0,50,0,24598.45325458248,3,1,0,83098.68753036758,1,0,73795.35976374744,False,False,True
689,0,43,1,22560.362943696164,2,1,0,124185.88896111702,1,0,45120.72588739233,False,False,True
622,0,43,4,100816.54883735864,3,0,1,40162.93723434292,1,1,302449.6465120759,True,False,False
761,1,47,7,62515.15753647496,1,0,0,28075.721283843424,1,1,62515.15753647496,True,False,False
610,0,61,0,28963.812625852333,2,0,0,162325.51097144687,3,0,57927.62525170467,False,False,True
763,1,77,5,62237.66831393906,2,1,1,18325.517303480563,3,1,124475.33662787812,False,False,True
593,0,87,1,30346.25315074375,4,0,0,152033.91884337002,3,0,121385.012602975,False,False,True
653,1,18,6,105450.93234257608,3,1,0,161682.71918118448,4,1,316352.79702772823,False,True,False
707,0,18,1,174366.4179083386,2,0,0,101559.3167820522,4,1,348732.8358166772,False,True,False
535,1,43,3,24525.041822604697,2,0,0,66436.72647413415,1,0,49050.08364520939,True,False,False
830,1,45,5,34750.150770591536,2,1,0,102040.08293648771,1,0,69500.30154118307,False,False,True
576,1,59,5,135542.7808993913,3,1,0,76763.42511079618,2,1,406628.34269817395,False,True,False
478,0,40,5,213771.52414570292,2,0,1,64837.152169741705,0,1,427543.04829140584,True,False,False
604,1,27,8,78865.69928490395,2,0,0,177603.98056717264,4,1,157731.3985698079,False,True,False
727,0,44,5,25652.80759000504,2,1,1,75511.70603331497,1,0,51305.61518001008,False,True,False
722,0,46,2,34900.6606071213,1,1,0,183548.97569808183,1,0,34900.6606071213,True,False,False
623,1,18,5,34494.976851379724,1,0,1,49381.47788600985,4,0,34494.976851379724,True,False,False
810,1,43,10,14246.03707125519,3,1,1,122431.5582813889,1,0,42738.11121376557,False,False,True
850,0,82,10,17980.121410101146,3,0,1,50747.29796038837,3,0,53940.36423030344,False,False,True
621,1,32,2,17343.49651502893,1,0,1,144415.85427649767,0,0,17343.49651502893,True,False,False
715,1,47,9,62595.5978208364,3,1,0,107427.09452400709,1,1,187786.7934625092,True,False,False
600,0,72,0,121487.88551428088,1,1,1,31667.12427065919,3,1,121487.88551428088,False,False,True
784,1,51,1,6575.429133840704,2,0,0,147164.96148523048,2,0,13150.858267681408,False,True,False
628,0,49,4,16784.77713190609,1,0,0,136755.45150678593,1,0,16784.77713190609,False,False,True
703,0,54,3,176716.14713966887,1,1,0,122538.16541801595,2,1,176716.14713966887,False,False,True
764,0,49,3,244782.30865949875,2,1,1,51618.97211363379,1,1,489564.6173189975,False,False,True
504,0,46,1,250000.0,1,1,0,24830.682165273323,1,1,250000.0,False,True,False
532,1,35,0,194686.5522591224,2,0,0,58489.638821877474,0,1,389373.1045182448,True,False,False
696,0,43,10,33040.92687283749,1,1,1,46099.96783862854,1,0,33040.92687283749,False,False,True
542,1,70,4,33938.9315390652,2,1,0,52259.11943961971,3,0,67877.8630781304,True,False,False
536,1,36,3,188582.86418428173,2,1,1,174331.707751721,0,1,377165.72836856346,False,False,True
575,1,47,1,99682.61217550082,4,0,0,181385.9841817152,1,1,398730.4487020033,True,False,False
683,0,45,0,250000.0,2,0,1,109223.27502480452,1,1,500000.0,False,True,False
668,1,33,6,7080.849342916863,1,1,1,39263.8946221528,0,0,7080.849342916863,False,False,True
629,1,52,3,68251.89285446095,2,0,0,16182.30588713976,2,1,136503.7857089219,False,False,True
613,0,36,0,85286.3081316969,3,0,0,129137.62352266544,0,1,255858.92439509073,True,False,False
747,0,56,2,95273.59013327872,2,1,0,49477.77140095809,2,1,190547.18026655744,True,False,False
709,0,49,10,37831.4456400436,3,0,0,181153.78496484688,1,0,113494.33692013081,False,True,False
504,0,39,5,245493.38448829955,2,0,1,114932.93323634316,0,1,490986.7689765991,False,True,False
626,0,48,5,31188.127908890023,2,0,1,133279.57398271115,1,0,62376.255817780046,True,False,False
525,1,45,10,53309.10790914448,3,1,1,160885.53396206326,1,1,159927.32372743342,False,True,False
364,1,50,3,166008.86056836447,3,1,0,107701.8594665491,1,1,498026.5817050934,False,True,False
694,0,19,10,102759.97094281642,3,0,0,139027.15304277831,4,1,308279.9128284493,False,False,True
706,1,18,1,213124.4338322486,2,1,1,132833.47476141376,4,1,426248.8676644972,False,False,True
674,0,46,4,146642.51723801513,1,1,1,94803.94462860156,1,1,146642.51723801513,True,False,False
549,0,30,2,16220.432421836733,2,1,1,105955.0976754736,4,0,32440.864843673466,False,True,False
661,1,68,7,209513.61228003283,2,0,0,187394.4832287742,3,1,419027.22456006566,False,False,True
664,0,43,0,119543.3400602687,1,1,1,160372.5970928516,1,1,119543.3400602687,False,False,True
582,0,45,7,34894.24020249618,2,0,1,169463.92973135973,1,0,69788.48040499236,False,False,True
608,0,40,3,128330.00181274042,2,0,0,146861.71887472752,0,1,256660.00362548084,False,False,True
676,0,18,0,36159.890969960514,2,0,1,16439.73566008685,4,0,72319.78193992103,True,False,False
587,1,76,1,124204.19168082211,2,0,0,17371.303598368166,3,1,248408.38336164423,True,False,False
565,1,51,0,69470.23503377629,2,1,1,73181.23862828722,2,1,138940.47006755258,False,False,True
567,0,52,3,138220.88567305665,1,0,1,163024.9308718953,2,1,138220.88567305665,False,True,False
533,0,46,0,143192.49346023396,1,1,0,155090.51991087513,1,1,143192.49346023396,False,False,True
789,0,69,1,34334.893373497995,1,0,0,101817.3659203275,3,0,34334.893373497995,False,False,True
669,1,58,2,27380.224259442304,3,0,1,136347.01456563437,2,0,82140.67277832692,True,False,False
481,0,43,0,228600.78725027165,3,0,0,61448.08330778129,1,1,685802.361750815,False,False,True
511,0,49,5,91480.90068625746,1,1,0,196497.6932788366,1,1,91480.90068625746,False,True,False
668,1,42,0,66668.87983065113,2,1,1,109697.71443780456,1,1,133337.75966130226,True,False,False
610,0,21,2,1511.7191340414156,3,0,0,79175.13605972286,4,0,4535.157402124247,True,False,False
702,1,21,0,54840.36199592264,1,0,0,35721.93841437016,4,1,54840.36199592264,True,False,False
578,1,37,0,201251.2906866153,3,0,0,161800.6729818001,0,1,603753.872059846,False,False,True
662,0,43,3,29426.458599436413,3,1,1,111761.47362594248,1,0,88279.37579830924,False,True,False
699,1,49,6,74704.45591945047,2,0,1,89806.82497705823,1,1,149408.91183890094,True,False,False
414,0,37,10,63580.71417444517,2,1,1,23383.502040878324,0,1,127161.42834889035,True,False,False
443,1,45,6,250000.0,2,0,0,148545.78203377355,1,1,500000.0,True,False,False
682,1,67,6,110136.82770326018,3,1,0,121023.30027113504,3,1,330410.4831097805,False,False,True
759,1,18,1,3721.954628844411,2,1,1,58909.271592670586,4,0,7443.909257688822,True,False,False
575,1,31,3,114634.5526533116,1,0,1,181326.3414375136,0,1,114634.5526533116,True,False,False
706,0,57,2,42479.84397411696,2,0,0,156531.73719059018,2,0,84959.68794823391,True,False,False
660,0,33,0,43608.010078701045,2,0,0,18381.86491565276,0,0,87216.02015740209,False,False,True
628,0,46,9,78736.9540917141,2,1,1,148492.88477001246,1,1,157473.9081834282,False,True,False
448,1,43,8,2429.766155866527,1,0,0,91714.79553540755,1,0,2429.766155866527,True,False,False
691,1,40,2,80317.18309095675,2,1,1,148943.15703164105,0,1,160634.3661819135,False,True,False
740,0,32,10,50729.62880643931,4,0,0,53176.44096925806,0,0,202918.51522575723,False,False,True
708,0,59,9,3722.515629730097,3,0,1,35033.4207523765,2,0,11167.546889190291,False,True,False
611,1,51,0,83752.33416885401,2,0,0,114491.01523633608,2,1,167504.66833770802,False,False,True
637,1,44,1,126809.4785529098,2,1,0,100607.45842603275,1,1,253618.9571058196,False,True,False
642,0,53,0,37143.07630196792,2,0,1,33734.26905943965,2,0,74286.15260393584,True,False,False
720,0,71,3,1653.4686532228864,3,0,0,12189.001289959522,3,0,4960.405959668659,False,False,True
593,0,50,10,69051.2718122115,3,0,1,56491.045903767845,1,1,207153.81543663453,False,False,True
479,1,40,8,57701.94436261428,3,0,0,116414.10321482716,0,1,173105.83308784285,False,False,True
694,0,59,4,51303.916116435554,1,0,1,124523.16218734646,2,0,51303.916116435554,True,False,False
365,1,41,0,19978.375425843253,2,1,1,183784.20391592308,1,0,39956.750851686505,False,True,False
638,0,46,1,43918.29200180073,3,1,1,122755.85162862216,1,0,131754.87600540218,True,False,False
699,1,49,0,30903.138756798853,1,0,1,146437.81271392628,1,0,30903.138756798853,False,False,True
776,0,51,10,89768.77735393461,2,1,1,87810.64037870853,2,1,179537.55470786922,False,False,True
740,1,52,10,26122.11711735751,2,1,1,97457.29063643144,2,0,52244.23423471502,False,False,True
586,1,72,3,66231.736437829,2,1,1,189968.931998958,3,1,132463.472875658,False,False,True
573,0,37,5,37984.9790763191,1,0,0,88918.34240507329,0,0,37984.9790763191,False,False,True
645,0,22,9,24254.483833646795,3,0,1,60341.47712001409,4,0,72763.45150094038,True,False,False
667,1,51,10,10108.907158495673,1,1,0,34412.40861563472,2,0,10108.907158495673,False,False,True
639,0,37,2,72837.68501214126,4,1,1,53934.03609360986,0,1,291350.740048565,True,False,False
625,0,58,3,17443.873281135006,1,1,0,159846.34726615727,2,0,17443.873281135006,False,False,True
604,1,54,7,150091.43541736345,2,1,1,73454.42663048771,2,1,300182.8708347269,True,False,False
632,1,31,10,25613.80337789564,2,1,0,52507.81733729627,0,0,51227.60675579128,False,True,False
561,1,43,0,197250.2435806637,3,0,1,164447.4740163526,1,1,591750.7307419911,True,False,False
724,1,18,1,38274.55672006068,2,1,0,109348.65991715746,4,0,76549.11344012136,True,False,False
680,0,35,1,54001.97389123858,2,1,0,91857.8812611011,0,1,108003.94778247716,True,False,False
663,1,37,10,250000.0,2,1,1,173937.54205588985,0,1,500000.0,False,True,False
681,1,49,2,124412.26542905784,2,1,1,163990.37421668772,1,1,248824.53085811567,True,False,False
812,0,31,3,76074.78669504951,3,1,0,131021.9825395927,0,1,228224.36008514854,False,False,True
568,0,69,2,19884.91266515935,3,0,1,102345.2406122856,3,0,59654.73799547805,False,True,False
760,1,22,4,114624.08205960644,4,0,1,111533.33638503874,4,1,458496.3282384258,False,False,True
633,0,84,3,38482.36012894828,2,1,0,39586.63518007922,3,0,76964.72025789657,True,False,False
609,1,51,1,209672.9976027247,2,0,0,190722.38925850295,2,1,419345.9952054494,True,False,False
680,0,47,3,84393.38509601494,3,0,1,173612.9732967442,1,1,253180.15528804483,False,True,False
531,0,53,6,24399.09760626807,3,0,1,46060.60942511133,2,0,73197.29281880421,False,False,True
600,1,42,6,153764.9807708554,2,0,1,110856.72174956936,1,1,307529.9615417108,False,False,True
751,0,34,2,56534.26812969329,2,1,0,110942.28166324893,0,1,113068.53625938659,True,False,False
710,0,56,2,29196.65690543376,2,0,1,102488.62807709648,2,0,58393.31381086752,False,False,True
610,0,42,3,52334.01284281727,2,0,0,101760.8226434907,1,1,104668.02568563454,True,False,False
662,1,34,3,66877.51487082981,1,0,1,57761.01949941186,0,1,66877.51487082981,False,False,True
731,1,23,0,148390.75720102532,2,1,1,131947.96383168112,4,1,296781.51440205064,False,False,True
684,0,32,3,16694.05699264302,4,1,0,98853.09849939049,0,0,66776.22797057209,False,True,False
586,0,48,0,107833.01782961408,2,0,0,65196.99107265237,1,1,215666.03565922816,False,False,True
654,0,54,1,233571.22317704975,2,0,0,197764.24419743408,2,1,467142.4463540995,False,True,False
661,0,30,8,36817.74835992773,3,1,0,168733.78967900368,4,0,110453.2450797832,True,False,False
646,0,39,0,177028.16345788352,1,0,1,197414.37178946723,0,1,177028.16345788352,True,False,False
623,1,35,2,180878.84188285744,3,0,1,75610.75281852977,0,1,542636.5256485722,False,True,False
742,1,47,7,170360.33571270658,2,1,1,93807.01439796056,1,1,340720.67142541317,False,True,False
704,1,24,0,71899.1027850401,2,1,0,196035.8065012592,4,1,143798.2055700802,True,False,False
695,0,44,6,25478.82520358872,2,1,1,46176.4638991191,1,0,50957.65040717744,False,False,True
709,0,37,1,62498.01954548421,3,0,0,66661.86694689227,0,1,187494.05863645262,False,False,True
678,0,41,0,10186.85136562565,2,0,0,107366.95060568662,1,0,20373.7027312513,False,True,False
663,0,20,10,48579.76148593456,3,1,1,128597.76145905428,4,0,145739.2844578037,False,False,True
442,0,53,4,103562.73922981932,1,1,1,174370.08409608842,2,1,103562.73922981932,False,False,True
673,1,78,1,111060.46094355323,4,1,1,93558.75683119554,3,1,444241.84377421293,False,False,True
671,0,53,2,94966.44139400718,2,0,1,177223.81136341288,2,1,189932.88278801437,False,False,True
689,0,81,4,47456.40427741503,2,1,1,153909.457912844,3,0,94912.80855483006,True,False,False
793,1,51,0,18463.708690455594,3,0,1,81993.05087108539,2,0,55391.12607136679,False,False,True
665,1,38,5,40245.66029832148,1,1,1,173789.61219830383,0,0,40245.66029832148,False,True,False
779,0,55,0,41885.26348142554,3,0,0,160595.88976392182,2,0,125655.79044427663,True,False,False
377,0,40,2,66921.35370380727,2,1,0,151257.43318068617,0,1,133842.70740761454,True,False,False
612,1,60,10,5415.357029455077,2,0,0,153063.76396747067,2,0,10830.714058910155,False,False,True
722,1,32,10,116036.496543506,1,0,1,66585.39405146588,0,1,116036.496543506,False,True,False
651,0,48,10,12553.065357820527,3,0,0,82011.61798217206,1,0,37659.196073461586,False,False,True
644,0,32,4,250000.0,1,1,1,95956.55384023326,0,1,250000.0,False,False,True
544,1,48,4,155384.89763467165,3,0,0,186246.0903779187,1,1,466154.69290401496,True,False,False
625,1,69,9,51630.17707096016,3,1,1,41800.88808582183,3,0,154890.53121288048,False,False,True
674,1,49,0,5514.305861805704,2,1,1,192890.32113942888,1,0,11028.611723611408,True,False,False
445,0,45,0,67383.38855792837,4,1,1,164953.895678461,1,1,269533.55423171347,False,True,False
761,0,18,0,250000.0,2,0,1,168833.7332077091,4,1,500000.0,False,False,True
701,1,57,2,23800.17183123553,2,0,0,124925.60364627678,2,0,47600.34366247106,False,True,False
577,1,30,8,26803.48684910945,2,0,0,175486.8554311755,4,0,53606.9736982189,False,False,True
523,1,26,1,126056.02345565576,3,1,1,149334.16766174193,4,1,378168.07036696724,False,False,True
704,1,24,1,36683.25293002034,2,0,0,173142.07263498043,4,0,73366.50586004068,False,False,True
651,1,20,10,141861.5211435376,3,1,0,171092.3018614089,4,1,425584.5634306128,True,False,False
467,0,60,6,141618.8676747976,2,1,0,196349.8711530232,2,1,283237.7353495952,False,True,False
817,1,55,10,123271.44531313766,2,0,0,30341.98754823999,2,1,246542.89062627533,False,False,True
793,0,55,3,8840.79825966713,2,1,1,153717.73877588328,2,0,17681.59651933426,False,False,True
626,0,68,3,250000.0,2,1,0,149575.90894043507,3,1,500000.0,True,False,False
737,0,30,10,122080.60451809016,4,1,0,98213.63386529668,4,1,488322.4180723606,True,False,False
787,0,40,6,209395.91955933036,4,0,1,14241.35396867571,0,1,837583.6782373214,False,True,False
768,1,36,6,110555.74612337437,3,1,1,42660.896321019885,0,1,331667.2383701231,False,True,False
633,0,51,0,3190.4609886543344,3,0,0,162972.4693307927,2,0,9571.382965963003,False,False,True
804,0,22,10,37965.87467770916,2,0,1,22542.01593605522,4,0,75931.74935541832,True,False,False
616,1,71,6,62044.65894578592,1,1,1,44271.51871384747,3,1,62044.65894578592,False,False,True
584,1,47,2,12499.437708632991,2,1,0,67419.22761166672,1,0,24998.875417265983,False,False,True
571,0,18,3,6143.483001514715,2,1,1,18277.65922562292,4,0,12286.96600302943,False,True,False
670,1,60,1,92830.7706044163,3,1,0,190466.9004601028,2,1,278492.3118132489,True,False,False
555,0,65,7,72128.31899310756,3,0,0,193264.34428216124,3,1,216384.95697932268,False,False,True
731,0,63,0,99453.42355130678,2,1,1,56569.69683928344,3,1,198906.84710261357,False,False,True
558,1,47,2,66660.69156718507,2,0,0,55687.08742711687,1,1,133321.38313437015,False,True,False
560,1,49,10,120492.9408676398,1,0,0,120338.99932933868,1,1,120492.9408676398,False,False,True
666,0,69,1,28446.83276121494,2,1,0,178239.45596554887,3,0,56893.66552242988,True,False,False
850,1,59,6,9994.201444576662,2,0,0,98772.61517935684,2,0,19988.402889153323,False,True,False
831,0,56,1,153090.5276015648,2,0,1,65254.75634225545,2,1,306181.0552031296,False,False,True
548,1,40,6,7700.6688762641215,1,1,0,90277.95706189926,0,0,7700.6688762641215,True,False,False
716,1,34,10,35110.11342489479,4,1,0,111794.51738968346,0,0,140440.45369957917,False,True,False
539,0,73,1,41054.07440660217,3,0,1,154094.57832053892,3,0,123162.22321980652,False,False,True
704,0,50,4,22862.867407339127,3,1,1,29685.28119769583,1,0,68588.60222201738,True,False,False
576,1,32,1,62053.17832437419,3,1,0,158812.29114766288,0,1,186159.53497312256,False,False,True
595,0,84,6,9807.181015776749,3,0,1,143194.64919527585,3,0,29421.543047330248,False,False,True
300,0,56,4,124045.01259627187,2,1,0,122639.91751905125,2,1,248090.02519254375,True,False,False
350,1,54,6,40070.46765862968,3,1,1,162846.1913948079,2,0,120211.40297588904,False,True,False
707,1,18,0,45116.704158173605,3,1,0,135840.5739922718,4,0,135350.1124745208,False,True,False
648,1,42,7,63692.02555450509,3,1,0,102868.34587812275,1,1,191076.07666351527,False,True,False
662,0,31,10,3565.2995283358496,2,0,1,46626.4761311415,0,0,7130.599056671699,False,False,True
557,0,75,6,97497.4083428839,1,0,0,110509.06610342622,3,1,97497.4083428839,True,False,False
504,1,63,0,173100.1727123188,2,1,0,162928.27093997278,3,1,346200.3454246376,False,True,False
674,0,35,10,48240.25723875175,2,1,0,165244.08184025812,0,0,96480.5144775035,True,False,False
723,1,51,2,64594.1262667867,1,0,1,140212.54251508944,2,1,64594.1262667867,False,True,False
673,0,33,3,249.63167559954283,2,0,1,18919.92560580486,0,0,499.26335119908566,True,False,False
458,1,41,2,49182.723721041766,3,0,1,188834.5817036855,1,0,147548.1711631253,False,False,True
588,0,40,0,250000.0,3,1,0,13925.7502855698,0,1,750000.0,True,False,False
715,1,30,10,137072.56193090277,3,1,0,178665.1533757572,4,1,411217.6857927083,True,False,False
836,0,37,1,10193.250947502533,3,0,1,54398.81840838603,0,0,30579.752842507598,True,False,False
682,0,45,10,170211.395314709,3,1,1,53040.96901499603,1,1,510634.185944127,True,False,False
759,1,59,2,149650.47978020547,2,0,0,43188.22498838724,2,1,299300.95956041093,True,False,False
410,1,49,10,250000.0,2,1,0,166047.82686442923,1,1,500000.0,False,False,True
666,0,18,3,52160.414090563805,3,1,0,30014.54464036031,4,1,156481.24227169142,False,False,True
850,0,18,8,13865.255602931584,3,0,0,56994.23406213196,4,0,41595.76680879475,False,False,True
793,1,45,0,38170.665855128194,2,1,1,145612.61494503106,1,0,76341.33171025639,True,False,False
630,1,34,4,137499.06019101903,1,0,0,94183.42232331556,0,1,137499.06019101903,False,False,True
772,0,18,8,250000.0,2,1,1,193375.66026447044,4,1,500000.0,False,True,False
803,0,51,8,32771.168753994934,3,0,1,22648.81498022492,2,0,98313.5062619848,True,False,False
557,0,52,6,99689.90182366964,2,0,1,111127.38201815104,2,1,199379.8036473393,True,False,False
600,1,28,0,352.26503323304865,3,1,1,39416.147055967056,4,0,1056.795099699146,True,False,False
684,0,18,2,25879.48180009224,1,1,1,86479.15891489519,4,0,25879.48180009224,True,False,False
714,0,29,5,250000.0,2,0,0,170220.0474380501,4,1,500000.0,True,False,False
532,1,71,7,98513.6700044465,1,1,1,113102.5639369827,3,1,98513.6700044465,False,False,True
684,1,18,1,13532.131840751908,2,0,0,19769.733084736705,4,0,27064.263681503817,True,False,False
743,0,46,0,67190.19416987633,3,0,1,43143.5481513167,1,1,201570.58250962896,True,False,False
770,0,52,0,42942.160363253744,2,1,0,147567.9632001922,2,0,85884.32072650749,False,False,True
658,1,49,10,10651.845072755812,2,0,0,156670.33325084983,1,0,21303.690145511624,False,False,True
624,0,37,6,46895.82260294409,2,0,0,46058.08872425302,0,0,93791.64520588818,True,False,False
611,1,47,0,27981.383039789907,2,0,0,48207.12466454947,1,0,55962.766079579815,False,False,True
470,1,76,7,51573.71695645039,3,1,0,86615.21399449545,3,0,154721.15086935117,False,True,False
585,0,33,8,84074.66307595326,3,0,1,176093.16500145115,0,1,252223.98922785977,False,True,False
615,0,51,7,9862.78284862808,3,0,1,91093.5077787869,2,0,29588.34854588424,True,False,False
850,1,34,2,117182.89641173076,3,1,0,81259.3495554969,0,1,351548.68923519226,False,True,False
758,0,60,0,12314.226344481154,2,0,1,26941.524868854416,2,0,24628.45268896231,False,True,False
549,0,40,10,20119.434863456623,2,0,1,187034.5843774713,0,0,40238.869726913246,True,False,False
740,0,40,3,12642.4722507626,1,1,0,153267.9161378362,0,0,12642.4722507626,True,False,False
